,machine_cost,tracking_error_ideal,tracking_error_true,short_shortfall_init,short_shortfall_true,weekly_liq_unhedged_init,weekly_liq_unhedged_true,unhedged_tracking_error_init,unhedged_tracking_error_true,k,lambda_C
0,1350.0,0.18236501854989165,0.010865064754460113,0.02684228840571562,0.0036932024830080845,1286.7555456931398,1305.0534668335663,-0.04684774393100758,-0.03329372827143238,0,0.8
1,1350.0,0.06647642230745139,0.01189615079170043,0.012332913169618293,0.004211103946441988,987.0375234750662,1005.7873409729149,-0.26886109372217315,-0.2549723400200631,1,0.8
2,1350.0,-0.017393621534393087,0.023932382447416255,1.3877787807814457e-16,0.003164137017561214,1006.564374511978,1027.8571372337806,-0.25439675962075703,-0.23862434278979217,2,0.8
3,1350.0,-0.01908649243255203,0.04917642349559001,6.106226635438361e-16,0.0031641370175616856,2065.267640426148,2119.1717018513355,0.5298278817971466,0.5697568161861745,3,0.8
4,1350.0,0.01381993512941439,0.012017734423705346,0.0032575407615243746,0.0030409717621025095,693.1739655267999,704.2706895739295,-0.48653780331348156,-0.47831800772301514,4,0.8
5,1350.0,0.21351913155290406,0.0036022305038339608,0.09675025366361634,0.002102068352088548,142.52474164256833,143.10929444121328,-0.8944261173018012,-0.8939931152287309,5,0.8
6,1350.0,-0.016656587159078473,0.015906484068052878,2.220446049250313e-16,0.003164137017561297,936.8162408637645,960.2792962038098,-0.3060620438046189,-0.2886820028119927,6,0.8
7,1350.0,0.12153511605344738,0.025613630530603424,0.013991866598467934,0.004129941431708986,718.637951627355,730.7049226582981,-0.46767559138714443,-0.4587370943271866,7,0.8
8,1350.0,0.1316873270200077,0.0013707815276219504,0.048057320613977356,0.004685902100307185,721.8051804086905,731.9613513437226,-0.4653294959935626,-0.4578064064120573,8,0.8
9,1350.0,0.08116572043514687,0.005203262421183113,0.020212163719366405,0.003881842670617211,525.5668500835079,535.4995636629185,-0.6106912221603645,-0.6033336565459863,9,0.8
10,1350.0,0.24528007568181415,0.00796427773411241,0.049748911910880725,0.0029050074757934613,379.19027728918167,383.55491833258037,-0.7191183131191247,-0.71588524567957,10,0.8
11,1350.0,-0.019057457317466095,0.029743358597420517,2.7755575615628914e-17,0.0031641370175611028,1710.1206532918304,1747.9022120904706,0.2667560394754299,0.2947423793262745,11,0.8
12,1350.0,0.11972665696574204,-0.004188722760185021,0.04974891191088082,0.0011608768475199899,424.6098158165254,428.4470236249783,-0.6854742105062775,-0.6826318343518679,12,0.8
13,1350.0,0.10788420711040742,0.0017407884170848576,0.03474959504703268,0.005057380665621419,1018.6551037781018,1035.0290249603236,-0.24544066386807276,-0.2333118333627233,13,0.8
14,1350.0,-0.016597702638336466,0.09089615487836683,4.440892098500626e-16,0.003164137017561519,1959.51882770995,2023.311622891882,0.45149542793329633,0.498749350290283,14,0.8
15,1350.0,-0.01912144475812537,0.01750787596976523,1.6653345369377348e-16,0.0031641370175612415,1414.2327438738212,1447.8914888655063,0.04757981027690457,0.0725122139744491,15,0.8
16,1350.0,0.26502878480584124,0.021465218223848247,0.05866409167824101,0.006260146520684615,291.8666113961054,294.40247383858394,-0.783802510076959,-0.7819240934529007,16,0.8
17,1350.0,0.011691272889631147,0.011401154837601181,0.00305239979782361,0.0030144979536411293,595.4134080365204,609.6037812058682,-0.5589530310840589,-0.5484416435512087,17,0.8
18,1350.0,-0.016074245707427978,0.023092032032502763,1.3877787807814457e-16,0.003164137017561214,869.6753461897928,885.9306768295551,-0.35579603985941277,-0.3437550542003296,18,0.8
19,1350.0,0.1473321296029488,-0.007759899091576352,0.03474375143815679,0.001665837659127506,1126.337801157802,1143.1293683228832,-0.16567570284607258,-0.1532375049460124,19,0.8
20,1350.0,0.11039776710642393,0.016117701434164154,0.017044266396292196,0.004017048688184685,572.7154393546925,583.297220118354,-0.5757663412187463,-0.5679279850975156,20,0.8
21,1350.0,0.16156391354043997,-0.00015118715335844178,0.046371920799182204,0.003000502285512033,572.7006151429986,578.604749094339,-0.5757773221162974,-0.5714038895597489,21,0.8
22,1350.0,0.026081387314304337,0.02208589568909192,0.0034145534663255067,0.003063794373480519,489.84990640591934,498.5911458610175,-0.6371482174770968,-0.6306732252881352,22,0.8
23,1350.0,-0.018730201823208194,0.03093215622139629,-2.220446049250313e-16,0.003164137017560853,1711.4061498301517,1752.5286214183593,0.2677082591334457,0.2981693491987847,23,0.8
24,1350.0,-0.013695779028355197,0.01843431048653185,-8.326672684688674e-17,0.0031641370175609917,766.6897539774284,784.3494642050106,-0.43208166372042345,-0.4190003968851774,24,0.8
25,1350.0,-0.019773921234494098,0.10256470677003314,2.7755575615628914e-16,0.0031641370175613526,2988.163041215495,3077.487491581718,1.2134541046040703,1.279620364134606,25,0.8
26,1350.0,-0.019085750211875883,0.04225359535456587,-1.7486012637846216e-15,0.0031641370175593264,1866.3813859502907,1911.5647825676292,0.38250473033354865,0.4159739130130587,26,0.8
27,1350.0,-0.019225564089979486,0.0726376202692514,-2.7755575615628914e-16,0.0031641370175607975,2255.7526509907566,2318.1948695937235,0.6709278896227827,0.7171813848842397,27,0.8
28,1350.0,-0.014470009280610409,0.03494378405433187,0.0,0.003164137017561075,866.7065956053654,887.0086231815267,-0.35799511436639603,-0.34295657542109137,28,0.8
29,1350.0,-0.019664974288819873,0.05350364659650827,-1.3877787807814457e-16,0.0031641370175609362,2328.056135480935,2392.2571460467975,0.7244860262821742,0.7720423304050352,29,0.8
30,1350.0,0.03591474573706758,0.015826563136813777,0.004711353226674389,0.0029561067156091136,1408.2195563635655,1436.7207335500868,0.043125597306344826,0.06423758040747173,30,0.8
31,1350.0,-0.0195662610468193,0.07982591499397672,-8.326672684688674e-17,0.0031641370175609917,2551.575459724252,2622.59409845345,0.8900558960920386,0.9426622951507037,31,0.8
32,1350.0,-0.01491790271812959,0.017003290387067115,-3.885780586188048e-16,0.0031641370175606864,733.2871281875954,748.5503366948446,-0.4568243494906701,-0.44551826911492987,32,0.8
33,1350.0,0.1726021074721874,-0.0008283754413863249,0.07449823265941116,0.002430218724988484,284.09559511099496,285.9941950282481,-0.7895588184363,-0.7881524481272235,33,0.8
34,1350.0,-0.01417616292815325,0.02296483647216266,1.942890293094024e-16,0.0031641370175612693,1259.1807723667316,1291.9320526001902,-0.06727350195056918,-0.043013294370229466,34,0.8
35,1350.0,-0.017207211081214615,0.06633685036053567,3.0531133177191805e-16,0.0031641370175613803,2469.706363980321,2549.9664206026787,0.8294121214669044,0.8888640152612435,35,0.8
36,1350.0,-0.020006746564508328,0.05291391794910234,2.7755575615628914e-16,0.0031641370175613526,3794.1388698698256,3898.219736378718,1.8104732369406116,1.8875701750953469,36,0.8
37,1350.0,0.1562359612014101,0.0738863243097711,0.020979313913837297,0.010782877414571596,789.0659817517354,799.1234951002504,-0.4155066801838997,-0.40805667029611087,37,0.8
38,1350.0,0.1750383446906798,0.03793395449929707,0.020488931325092385,0.005543185041026535,485.5928356906964,492.3469425391912,-0.6403016031920767,-0.6352985610820806,38,0.8
39,1350.0,0.1545314714770587,0.1536621480812903,0.017336131576043648,0.01724388334047118,353.27362796237793,358.44947226530513,-0.7383158311389793,-0.7344818723960703,39,0.8
40,1350.0,-0.01955152347721586,0.07392650883542824,6.661338147750939e-16,0.003164137017561741,2558.4764378121645,2631.539813658962,0.8951677317127145,0.9492887508584904,40,0.8
41,1350.0,-0.0162384373018267,0.026991749091813427,8.881784197001252e-16,0.003164137017561963,901.7066893824552,922.5881513898381,-0.3320691189759591,-0.31660136934086064,41,0.8
42,1350.0,-0.019046514620813425,0.021679448173855472,5.551115123125783e-17,0.0031641370175611305,2176.8128435198755,2237.274953941007,0.6124539581628707,0.6572407066229681,42,0.8
43,1350.0,0.03888656827734934,0.03788819658351654,0.006418664620766817,0.006291173784076662,527.0511280293352,536.1363067940705,-0.6095917570153072,-0.6028619949673552,43,0.8
44,1350.0,-0.02015568287520508,0.09673941700627588,8.326672684688674e-16,0.0031641370175619077,3051.325024714488,3139.6237584087066,1.2602407590477689,1.3256472284508938,44,0.8
45,1350.0,0.015456600833962995,0.015169599122276833,0.004586221078305988,0.004548319234123507,1467.649718771845,1495.0001694684347,0.08714793983099635,0.10740753293958126,45,0.8
46,1350.0,-0.016690453885954394,0.024444238275133562,3.3306690738754696e-16,0.003164137017561408,975.2521601277961,996.4135725365454,-0.27759099249792885,-0.26191587219515156,46,0.8
47,1350.0,-0.01834557516546267,0.037417426075423456,-8.604228440844963e-16,0.0031641370175602146,1679.1581262782213,1722.2017239628149,0.2438208342801639,0.2757049807131962,47,0.8
48,1350.0,-0.01975954409538487,0.08216941338936591,-7.771561172376096e-16,0.003164137017560298,3603.218430036235,3713.8569518840854,1.6690506889157297,1.751005149543767,48,0.8
