time,hashrate,close,reward,day_count,hash_index,hash_index_return,hash_index_return_log,hash_index_diff,price_returns_log,price_returns,hashrate_returns_log,hashrate_returns
2017-11-03,9903331.970123913,6480.622857142857,12600.0,7,1.177898628264522,,,,,,,
2017-11-10,10181622.44912465,7136.4400000000005,12600.0,7,1.2616448963990392,0.0710980267104192,0.06868431548483532,0.08374626813451713,0.09639742689527143,0.10119662219416303,0.02771311141043593,0.028100691751046458
2017-11-17,8783834.33780472,6882.05,12600.0,7,1.410282744824166,0.11781274497234984,0.11137386962452205,0.14863784842512673,-0.03629747989094129,-0.03564662492783521,-0.14767134951546326,-0.13728540007296208
2017-11-24,10743293.5791726,8088.138571428572,12600.0,7,1.3551383773776262,-0.03910163947543379,-0.03988663988772997,-0.05514436744653972,0.1614820418586065,0.17525135263890432,0.20136868174633646,0.22307561436291778
2017-12-01,11103736.560336085,9765.49142857143,12600.0,7,1.5830603037016333,0.1681908874612986,0.15545630209826916,0.2279219263240071,0.18845627403155452,0.2073842877850935,0.0329999719332854,0.03355051023293787
2017-12-08,12070099.243097229,13156.781428571428,12600.0,7,1.9620556628788444,0.23940677325495116,0.21463285647764632,0.37899535917721106,0.29808243511858246,0.3472728458987653,0.08344957864093622,0.08703040436073661
2017-12-15,13673726.153014114,16296.995714285715,12600.0,7,2.145325418795814,0.09340701152589401,0.08929852004819033,0.1832697559169698,0.2140434551306743,0.23867648047226492,0.12474493508248383,0.1328594635072271
2017-12-22,13840050.978419628,17238.04,12600.0,7,2.2419333605332636,0.04503183567911863,0.044047349717439614,0.09660794173744947,0.0561377908591646,0.05774342107050934,0.012090441141725018,0.012163825978689147
2017-12-29,13904167.539461914,14569.195714285714,12600.0,7,1.886092943808786,-0.1587203362011786,-0.1728311370712381,-0.35584041672447775,-0.16820915248421162,-0.1548229546812913,0.004621984587026463,0.004632682433197699
2018-01-05,15057481.163827073,14553.201428571429,12600.0,7,1.7397174392194654,-0.07760778972733391,-0.08078475512727316,-0.14637550458932047,-0.001098418323460732,-0.001097815282871243,0.0796863368038123,0.08294733367473439
2018-01-12,16432647.135419128,14987.695714285714,12600.0,7,1.6417228498484515,-0.05632787667805397,-0.05797650015808945,-0.09799458937101391,0.029418579899850954,0.029855581113669497,0.08739508005794042,0.0913277563909991
2018-01-19,17730688.64764126,12379.457142857142,12600.0,7,1.2567488663282798,-0.23449389375052493,-0.267218087104358,-0.38497398352017176,-0.1911911620013583,-0.17402532191406156,0.07602692510299969,0.07899162572683238
2018-01-26,19736358.162464518,11387.958571428573,12600.0,7,1.0386072881245163,-0.17357610899708736,-0.19064745186211715,-0.21814157820376345,-0.08348188527356742,-0.08009224960245176,0.1071655665885501,0.11311853446200337
2018-02-02,19934823.66358023,10397.294285714286,12600.0,7,0.9388159148092778,-0.09608191128278959,-0.10101653252137358,-0.09979137331523846,-0.09101092403115676,-0.08699226288017767,0.010005608490216535,0.010055831956534034
2018-02-09,21208075.465050515,8093.984285714286,12600.0,7,0.6869634040247892,-0.2682661284407955,-0.3123383945697469,-0.25185251078448867,-0.2504245024850331,-0.22152974963541341,0.06191389208471367,0.06387073309288605
2018-02-16,22558101.18244567,9116.854285714286,12600.0,7,0.7274698159017018,0.058964439211162026,0.05729148646260307,0.04050641187691262,0.11900371479557724,0.12637410253011538,0.06171222833297402,0.06365621056092086
2018-02-23,22748897.826661743,10636.897142857142,12600.0,7,0.8416414282147431,0.15694343575138595,0.14578155829681524,0.11417161231304129,0.1542039996976727,0.16672887484060128,0.008422441400857284,0.008458009948308254
2018-03-02,23459140.6102856,10363.432857142858,12600.0,7,0.7951774301006692,-0.05520640566925453,-0.05678879404285576,-0.04646399811407387,-0.02604528065979125,-0.02570902792812285,0.030743513383064826,0.03122097558464798
2018-03-09,25116219.267590187,10520.57142857143,12600.0,7,0.7539760809408443,-0.05181403244129904,-0.05320462765473637,-0.041201349159824874,0.015048985327801072,0.015162791479877822,0.06825361298253746,0.07063680144267726
2018-03-16,24882578.9580445,8773.388571428572,12600.0,7,0.6346648976860121,-0.15824266348867533,-0.1722635051947659,-0.11931118325483225,-0.18160941023498542,-0.16607299983705398,-0.00934590504021943,-0.009302367806892642
2018-03-23,24686482.348066617,8601.975714285714,12600.0,7,0.6272078811150232,-0.011749533648665822,-0.011819104909339991,-0.00745701657098885,-0.0197312028107954,-0.0195378166312023,-0.007912097901455301,-0.007880879643083927
2018-03-30,25901949.030192286,7843.105714285714,12600.0,7,0.5450396906139492,-0.13100631062702683,-0.14041941568445576,-0.08216819050107405,-0.09235701814686753,-0.08822043042271184,0.04806239753758824,0.049236123032363244
2018-04-06,26189201.9861674,6932.76,12600.0,7,0.4764928693356573,-0.12576482494527813,-0.1344058605118863,-0.06854682127829187,-0.1233768906347259,-0.11606954533681445,0.011028969877160654,0.011090013173923108
2018-04-13,28421962.972290557,7204.527142857143,12600.0,7,0.45627210442100363,-0.04243665795638489,-0.04336340654503169,-0.02022076491465369,0.038451595958072626,0.03920042563959274,0.08181500250310421,0.08525502179495414
2018-04-20,29538643.164161097,8252.785714285714,12600.0,7,0.5029010372330747,0.10219544951414863,0.09730405391025243,0.04662893281207103,0.13584120741880887,0.145499982253222,0.03853715350855676,0.039289340886103696
2018-04-27,28810472.18578366,9068.187142857143,12600.0,7,0.5665556868310269,0.12657490218786482,0.11918196974751846,0.0636546495979522,0.09422156446451686,0.09880317468560408,-0.024960405283001873,-0.024651470087188043
2018-05-04,29591042.714241482,9394.44,12600.0,7,0.5714564425221019,0.008650086487503032,0.00861288884402077,0.004900755691075065,0.03534565476174246,0.035977737556931795,0.026732765917721543,0.027093291752538162
2018-05-11,29494896.450312816,9262.734285714285,12600.0,7,0.5652815815906648,-0.01080547959908306,-0.010864282775090264,-0.006174860931437154,-0.014118740608854981,-0.014019538608550978,-0.0032544578337647487,-0.003249167826127164
2018-05-18,31102117.977392398,8430.417142857143,12600.0,7,0.48790088405468485,-0.136888764920017,-0.14721170271694756,-0.07738069753597993,-0.09415303037859359,-0.0898565280168737,0.05305867233835397,0.05449151278720743
2018-05-25,32416920.158096157,7965.787142857143,12600.0,7,0.44231274245717705,-0.0934373006637106,-0.0980950847849744,-0.04558814159750779,-0.05669049023137401,-0.05511352429264633,0.04140459455360033,0.04227371851844519
2018-06-01,34917915.920147955,7390.948571428571,12600.0,7,0.3809994691262507,-0.1386197308951877,-0.1492192122376379,-0.06131327333092634,-0.07489967818776057,-0.0721634360948278,0.07431953404987754,0.0771509369136405
2018-06-08,36071319.205351874,7640.7185714285715,12600.0,7,0.3812805777985204,0.0007378190655078421,0.0007375470108309968,0.00028110867226971425,0.033235567098719755,0.03379403842228647,0.03249802008788867,0.03303184782968094
2018-06-15,35467851.3838995,6726.017142857143,12600.0,7,0.34134661065594485,-0.10473643156216006,-0.11063711418623207,-0.03993396714257558,-0.12750849054797708,-0.11971405830753015,-0.01687137636174501,-0.016729851714512134
2018-06-22,40041143.082713544,6564.337142857143,12600.0,7,0.29509164692763096,-0.13550731802910995,-0.14561243893696868,-0.04625496372831389,-0.024331627741051534,-0.02403799998810593,0.1212808111959171,0.1289418873817112
2018-06-29,38696886.70201976,6127.101428571428,12600.0,7,0.2850043895353714,-0.034183473159216195,-0.03478139361540092,-0.010087257392259574,-0.06892974635076794,-0.0666077480132909,-0.034148352735366906,-0.03357187825324903
2018-07-06,36772725.53551714,6510.935714285714,12600.0,7,0.318705891800018,0.11824906388139682,0.1117641262022759,0.03370150226464663,0.06076139283717145,0.06264532914771406,-0.05100273336510451,-0.04972392692258076
2018-07-13,39138338.54693436,6474.134285714286,12600.0,7,0.2977500360755225,-0.06575295990337371,-0.06801437883496766,-0.020955855724495542,-0.005668283206092209,-0.0056522487989985205,0.062346095628875525,0.06433064117405096
2018-07-20,39076095.65396583,6985.011428571429,12600.0,7,0.3217573393915197,0.08062905258526283,0.07754332767187952,0.024007303315997208,0.07595173126787026,0.07891049525871519,-0.001591596404009437,-0.0015903304861519807
2018-07-27,42646321.43868857,7886.89,12600.0,7,0.3328869060936422,0.03458993887496025,0.034005153887915016,0.011129566702122506,0.12143525845049567,0.12911626282235347,0.08743010456258073,0.09136598027444931
2018-08-03,44011969.312965885,7847.1214285714295,12600.0,7,0.32093130100559747,-0.03591491545384356,-0.03657572628910982,-0.011955605088044718,-0.005055119769936555,-0.005042364154764526,0.03152060651917321,0.03202264177088909
2018-08-10,46905257.71419741,6672.9914285714285,12600.0,7,0.2560775733205903,-0.2020797830619708,-0.22574666530493864,-0.06485372768500719,-0.16207851812063426,-0.14962556788340048,0.06366814718430436,0.06573867169309255
2018-08-17,49225729.625781335,6316.778571428571,12600.0,7,0.23098086133021856,-0.09800433386235072,-0.1031455636565004,-0.025096711990371723,-0.054858890929783924,-0.053381284983774736,0.04828667272671665,0.049471467052222495
2018-08-24,48781953.31651367,6468.9914285714285,12600.0,7,0.23869861249460833,0.033412946509694584,0.03286686486455846,0.0077177511643897745,0.02381085356357426,0.024096595348668967,-0.009056011300984337,-0.00901512913350988
2018-08-31,52406051.00926969,6936.427142857143,12600.0,7,0.2382467027506878,-0.001893223170414299,-0.001895017582573586,-0.0004519097439205366,0.06976660897855118,0.07225789668250339,0.07166162656112496,0.07429177075468174
2018-09-07,48326986.2308132,6968.122857142857,12600.0,7,0.2595365885832953,0.08936067356569558,0.08559098614721736,0.02128988583260752,0.004559049977906027,0.004569458257534431,-0.08103193616931156,-0.07783575941898357
