,ccr,no_loss_default,loss_default
0,0.1,0.898,0.998
1,0.37857142857142856,0.004,0.826
2,0.6571428571428571,0.0,0.71
3,0.9357142857142857,0.0,0.616
4,1.2142857142857144,0.0,0.526
5,1.4928571428571429,0.0,0.476
6,1.7714285714285716,0.0,0.39
7,2.0500000000000003,0.0,0.334
8,2.3285714285714287,0.0,0.304
9,2.607142857142857,0.0,0.25
10,2.8857142857142857,0.0,0.242
11,3.1642857142857146,0.0,0.152
12,3.442857142857143,0.0,0.07
13,3.7214285714285715,0.0,0.022
14,4.0,0.0,0.0
