,machine_cost,tracking_error_ideal,tracking_error_true,short_shortfall_init,short_shortfall_true,k,lambda_C
41,1350.0,0.0022986925178066814,0.03142930975948367,0.0014452342388130424,0.0037460749511767644,41,0.8
42,1350.0,0.08161973566287899,0.0885288379878798,0.010244844493545971,0.010990251592825864,42,0.8
43,1350.0,-0.017065422597553965,0.07836327915647873,-5.828670879282072e-16,0.0038299678858537134,43,0.8
44,1350.0,-0.01601705304685536,0.17416891384786434,1.609823385706477e-15,0.003829967885855906,44,0.8
45,1350.0,0.07623313325406707,0.038415517483093055,0.008929937189675455,0.004930043517782909,45,0.8
46,1350.0,0.015820292261987275,0.02236639465364673,0.0028983834914365625,0.003663013856491981,46,0.8
47,1350.0,-0.01603987744838003,0.06681238065303721,1.1102230246251565e-16,0.0038299678858544073,47,0.8
48,1350.0,-0.015993474717521657,0.09446806877108006,-6.38378239159465e-16,0.003829967885853658,48,0.8
49,1350.0,-0.00993518337346612,0.15690566411673573,3.0531133177191805e-16,0.0038299678858546016,49,0.8
50,1350.0,-0.015880410756017805,0.11699302705794844,-5.551115123125783e-17,0.0038299678858542408,50,0.8
51,1350.0,0.0019212782843901002,0.023002609702647264,0.0014452342388148187,0.0037460749511785407,51,0.8
52,1350.0,-0.015068055825166586,0.1437802523532448,-4.718447854656915e-16,0.0038299678858538244,52,0.8
53,1350.0,0.0025088932559585607,0.025729023376959936,0.0014452342388148465,0.0037460749511785685,53,0.8
54,1350.0,0.12909029427026197,0.006930874494310491,0.03156750655362045,0.003831056093020521,54,0.8
55,1350.0,-0.016445767552873913,0.3353929200067967,-6.106226635438361e-16,0.0038299678858536856,55,0.8
56,1350.0,0.44957994567950815,0.06214626158915434,0.05215495994591844,0.007129525432379186,56,0.8
57,1350.0,-0.016367276113150597,0.2691968350383979,1.4432899320127035e-15,0.0038299678858557396,57,0.8
58,1350.0,0.6139479750217463,0.13422184525459085,0.050243215160594074,0.011228681384024358,58,0.8
59,1350.0,0.0077032873525070805,0.039541388244954914,0.0014452342388141526,0.0037460749511778746,59,0.8
60,1350.0,0.2199880234679924,0.021446255576466452,0.06428099856615146,0.007857146470747395,60,0.8
61,1350.0,0.004826597881785036,0.031087883069497765,0.0014452342388143746,0.0037460749511780966,61,0.8
62,1350.0,0.2480998488835746,0.028974153209207272,0.0331657353566481,0.005392185772114713,62,0.8
63,1350.0,0.33164644086527034,0.03602123336735554,0.04108692710990863,0.005102960542471335,63,0.8
64,1350.0,0.009164292532408585,0.05688764247422735,0.0014452342388153183,0.0045118142235462955,64,0.8
65,1350.0,-0.00921394586318388,0.0631187332407146,1.2490009027033011e-15,0.0038299678858555453,65,0.8
66,1350.0,0.004961130761494088,0.03895731463194496,0.001445234238815707,0.003746074951179429,66,0.8
67,1350.0,-0.015212893740635622,0.07234474866016367,-4.996003610813204e-16,0.0038299678858537967,67,0.8
68,1350.0,0.5239856894022259,0.047335858090839913,0.04483298651228637,0.004001202938645421,68,0.8
69,1350.0,-0.01463433035819099,0.10942088254505783,-4.163336342344337e-16,0.00382996788585388,69,0.8
70,1350.0,-0.015744272487372736,0.15249298610691756,-5.551115123125783e-17,0.0038299678858542408,70,0.8
71,1350.0,-0.012864324111674055,0.09970515834859493,-9.159339953157541e-16,0.0038299678858533803,71,0.8
72,1350.0,0.3192121190145783,0.010250482438384747,0.05742371159371888,0.0029148360881338375,72,0.8
73,1350.0,0.3034672496542332,0.12949218707074783,0.043972656001184204,0.018837344694924055,73,0.8
74,1350.0,-0.011127470446800122,0.07924910799739271,7.216449660063518e-16,0.003829967885855018,74,0.8
75,1350.0,-0.015913579219534832,0.14602446563078322,-3.608224830031759e-16,0.0038299678858539354,75,0.8
76,1350.0,0.009202638463755422,0.03917596406754708,0.0014452342388139305,0.0037460749511776525,76,0.8
77,1350.0,-0.01408190945723198,0.16934197528602637,1.304512053934559e-15,0.0038299678858556008,77,0.8
78,1350.0,-0.016790494088578228,0.05629529704644383,2.0816681711721685e-15,0.003829967885856378,78,0.8
79,1350.0,-0.016137179566530137,0.1130758443336754,-6.661338147750939e-16,0.00382996788585363,79,0.8
80,1350.0,-0.0156207778004353,0.2938830721620302,-5.551115123125783e-17,0.0038299678858542408,80,0.8
81,1350.0,-0.014992118427606468,0.08994219021080103,8.604228440844963e-16,0.0038299678858551567,81,0.8
82,1350.0,-0.01730779776371787,0.18480472760456762,1.0547118733938987e-15,0.003829967885855351,82,0.8
83,1350.0,0.1978728008955114,0.007388609096622726,0.06509023018240118,0.0014377916029053028,83,0.8
84,1350.0,0.14004559182054302,0.031141567961455417,0.02845053300686967,0.007153090190596664,84,0.8
85,1350.0,0.18479802130642828,0.0024401913947393076,0.06416644123249816,0.0009787183557701112,85,0.8
86,1350.0,-0.014069371447371352,0.17909613728001192,-3.608224830031759e-16,0.0038299678858539354,86,0.8
87,1350.0,0.01342942384138107,0.07939596581701135,0.001445234238814208,0.005275202124668504,87,0.8
88,1350.0,0.49719524637775536,0.0037104105812469416,0.08507824529125477,0.0004433873164700758,88,0.8
89,1350.0,-0.016402928650711572,0.23422345247277582,5.551115123125783e-16,0.0038299678858548514,89,0.8
90,1350.0,0.1678233855729702,0.05862354263727771,0.01051230645067898,0.004049938861970526,90,0.8
91,1350.0,0.3582723026393714,0.0876991432344405,0.04940052943886268,0.012909480722588393,91,0.8
92,1350.0,0.004512596763738959,0.029628478858012786,0.0014452342388148465,0.0037460749511785685,92,0.8
93,1350.0,0.006953598051084847,0.03543437871258045,0.001445234238815013,0.003746074951178735,93,0.8
94,1350.0,0.021329196280913332,0.01695364738247946,0.005875385383806761,0.005074788955207035,94,0.8
95,1350.0,0.010782734603993725,0.07658574145122278,0.0014452342388137362,0.0052752021246680325,95,0.8
96,1350.0,0.49157283903181653,0.06184153366795616,0.05763307405675018,0.0074217402712906805,96,0.8
97,1350.0,-0.01640560863393527,0.1691837241576458,9.992007221626409e-16,0.0038299678858552955,97,0.8
98,1350.0,0.006102140532910198,0.05363161026389706,0.0014452342388138473,0.004511814223544824,98,0.8
99,1350.0,-0.00018778560394529286,0.06938851996000774,0.0007239298937640193,0.0045538977796183155,99,0.8
100,1350.0,0.25998517586616604,0.0025189925715712563,0.06415919086887431,0.00048388180415187554,0,0.9
101,1350.0,0.14924749576023089,0.06393643007539081,0.011394807424191356,0.005049622432298603,1,0.9
102,1350.0,-0.012930503698622746,0.02447701725376499,6.938893903907228e-16,0.0018780783163950265,2,0.9
103,1350.0,-0.011665090687407361,0.03597849205611923,0.0,0.0018780783163943326,3,0.9
104,1350.0,-0.012538589452426497,0.03406326741958555,1.4988010832439613e-15,0.0018780783163958314,4,0.9
105,1350.0,-0.01553473160791551,0.020354723461957172,-6.106226635438361e-16,0.001878078316393722,5,0.9
106,1350.0,0.08205958049375539,0.01289317041333401,0.011768697133293066,0.003066032604952723,6,0.9
107,1350.0,-0.01627114628744786,0.0994766445318543,1.1102230246251565e-16,0.0018780783163944437,7,0.9
108,1350.0,0.35705595427813136,0.01204111939369617,0.0710488792137115,0.002172297716318397,8,0.9
109,1350.0,0.0819766662861149,0.03696294739574876,0.011813500890263992,0.006148729436082134,9,0.9
110,1350.0,0.009203943040104532,0.01544250322625995,0.001445234238813986,0.001837314993160949,10,0.9
111,1350.0,-0.015665120283851232,0.023895460791472957,6.38378239159465e-16,0.001878078316394971,11,0.9
112,1350.0,-0.015977621417266007,0.028348869316285316,7.216449660063518e-16,0.0018780783163950543,12,0.9
113,1350.0,-0.012231757772616274,0.020781488912760427,1.942890293094024e-16,0.001878078316394527,13,0.9
114,1350.0,0.008150265250638467,0.014375010947072935,0.0014452342388139028,0.0018373149931608657,14,0.9
115,1350.0,-0.013518189858626805,0.04319871707675729,4.440892098500626e-16,0.0018780783163947767,15,0.9
116,1350.0,-0.01571020570878839,0.03137402550941072,2.220446049250313e-16,0.0018780783163945547,16,0.9
117,1350.0,0.2600722800465985,0.018807038997350433,0.04443113161017631,0.004135056610570342,17,0.9
118,1350.0,0.2700672398299545,0.00711698376599093,0.060875755045036437,0.002269621406091882,18,0.9
119,1350.0,0.5150248617997205,0.04980948061303049,0.07094456066433077,0.006700895594793206,19,0.9
120,1350.0,0.00972730393426295,0.015538800209781824,0.001445234238815013,0.0018373149931619759,20,0.9
121,1350.0,0.008648596760578024,0.02656557838290996,0.0014452342388143469,0.0025815628606739305,21,0.9
122,1350.0,0.0010723557125624247,0.005266166780552792,0.0014452342388157902,0.001837314993162753,22,0.9
123,1350.0,0.5248477912623718,0.006065935993478059,0.06847493563569551,0.0004940702364493246,23,0.9
124,1350.0,0.005853099204530025,0.010538450054376187,0.0014452342388152628,0.0018373149931622257,24,0.9
125,1350.0,0.0020109960561528785,0.005978777669899444,0.0014452342388149575,0.0018373149931619204,25,0.9
126,1350.0,-0.0037227719231993513,0.02872637427589704,0.0007213043450493839,0.0025993826614437165,26,0.9
127,1350.0,0.009728746701068321,0.029114635081170404,0.0014452342388138195,0.0025790646876955314,27,0.9
128,1350.0,-0.013619322957249798,0.09366048681675798,-3.3306690738754696e-16,0.0018780783163939996,28,0.9
129,1350.0,-0.016691893082230885,0.023470851510429862,-3.608224830031759e-16,0.0018780783163939718,29,0.9
130,1350.0,-0.0012011381117476843,0.01753524257890559,0.0007213043450502998,0.0018576329669098834,30,0.9
131,1350.0,0.19376067387887583,0.009538564453129918,0.030005966619952487,0.002666017142773508,31,0.9
132,1350.0,0.2946055321494524,0.007745810761966354,0.07624337159092198,0.002103576023608729,32,0.9
133,1350.0,-0.0156076384737273,0.02060688885811243,7.771561172376096e-16,0.0018780783163951098,33,0.9
134,1350.0,-0.01324893650751243,0.025280334718778028,9.71445146547012e-16,0.001878078316395304,34,0.9
135,1350.0,0.2978751520689911,0.003352582859835245,0.06757018936198764,0.0004341755367449768,35,0.9
136,1350.0,-0.012499505332551767,0.039418977410127724,5.273559366969494e-16,0.00187807831639486,36,0.9
137,1350.0,-0.01309787095068304,0.03841756936235391,4.440892098500626e-16,0.0018780783163947767,37,0.9
138,1350.0,0.0083000633730602,0.013280762028341052,0.0014452342388149575,0.0018373149931619204,38,0.9
139,1350.0,-0.017134703183079726,0.10166814826869365,4.163336342344337e-16,0.001878078316394749,39,0.9
140,1350.0,0.12903703873869446,0.002351927128350742,0.016289931487031103,0.0014497721874786318,40,0.9
141,1350.0,0.0022986925178066814,0.007262771222314505,0.0014452342388130424,0.0018373149931600052,41,0.9
142,1350.0,0.08161973566287899,0.04329626135494027,0.010244844493545971,0.006110213325204603,42,0.9
143,1350.0,-0.017065422597553965,0.0297293759144273,-5.828670879282072e-16,0.0018780783163937498,43,0.9
144,1350.0,-0.01601705304685536,0.07724329564345528,1.609823385706477e-15,0.0018780783163959425,44,0.9
145,1350.0,0.07623313325406707,0.021885854938189467,0.008929937189675455,0.003181734131694494,45,0.9
146,1350.0,0.015820292261987275,0.006390674107169811,0.0028983834914365625,0.0017969383962241903,46,0.9
147,1350.0,-0.01603987744838003,0.024587886032166818,1.1102230246251565e-16,0.0018780783163944437,47,0.9
148,1350.0,-0.015993474717521657,0.03817288797904658,-6.38378239159465e-16,0.0018780783163936943,48,0.9
149,1350.0,-0.00993518337346612,0.07187755952641581,3.0531133177191805e-16,0.001878078316394638,49,0.9
150,1350.0,-0.015880410756017805,0.04927593776190663,-5.551115123125783e-17,0.0018780783163942771,50,0.9
151,1350.0,0.0019212782843901002,0.005513697473034027,0.0014452342388148187,0.0018373149931617816,51,0.9
152,1350.0,-0.015068055825166586,0.06282543364445982,-4.718447854656915e-16,0.0018780783163938608,52,0.9
153,1350.0,0.0025088932559585607,0.006465780008246542,0.0014452342388148465,0.0018373149931618094,53,0.9
154,1350.0,0.12909029427026197,-0.00516005960221034,0.03156750655362045,0.0010857942441545032,54,0.9
155,1350.0,-0.016445767552873913,0.15608325349061897,-6.106226635438361e-16,0.001878078316393722,55,0.9
156,1350.0,0.44957994567950815,0.03877347385764679,0.05215495994591844,0.004413267227120959,56,0.9
157,1350.0,-0.016367276113150597,0.12366307951332142,1.4432899320127035e-15,0.001878078316395776,57,0.9
158,1350.0,0.6139479750217463,0.10268820805649968,0.050243215160594074,0.008664155340466634,58,0.9
159,1350.0,0.0077032873525070805,0.013128741860421013,0.0014452342388141526,0.0018373149931611155,59,0.9
160,1350.0,0.2199880234679924,0.013416691773274791,0.06428099856615146,0.0055752139321521565,60,0.9
161,1350.0,0.004826597881785036,0.009301720584191141,0.0014452342388143746,0.0018373149931613375,61,0.9
162,1350.0,0.2480998488835746,0.00742690000777698,0.0331657353566481,0.0026611336088406268,62,0.9
163,1350.0,0.33164644086527034,0.027955699476470707,0.04108692710990863,0.004121211034929156,63,0.9
164,1350.0,0.009164292532408585,0.015266010778245858,0.0014452342388153183,0.0018373149931622812,64,0.9
165,1350.0,-0.00921394586318388,0.02625539493559408,1.2490009027033011e-15,0.0018780783163955816,65,0.9
166,1350.0,0.004961130761494088,0.010754339020205271,0.001445234238815707,0.0018373149931626698,66,0.9
167,1350.0,-0.015212893740635622,0.027722220737712248,-4.996003610813204e-16,0.001878078316393833,67,0.9
168,1350.0,0.5239856894022259,0.03326716362230385,0.04483298651228637,0.0027960207483517935,68,0.9
169,1350.0,-0.01463433035819099,0.0461978782485152,-4.163336342344337e-16,0.0018780783163939163,69,0.9
170,1350.0,-0.015744272487372736,0.06675322012674233,-5.551115123125783e-17,0.0018780783163942771,70,0.9
171,1350.0,-0.012864324111674055,0.042335695939983944,-9.159339953157541e-16,0.0018780783163934167,71,0.9
172,1350.0,0.3192121190145783,0.006671628680375784,0.05742371159371888,0.002283433121377812,72,0.9
173,1350.0,0.3034672496542332,0.06497768449219823,0.043972656001184204,0.009516513985050254,73,0.9
174,1350.0,-0.011127470446800122,0.03318994874432445,7.216449660063518e-16,0.0018780783163950543,74,0.9
175,1350.0,-0.015913579219534832,0.06349500583831007,-3.608224830031759e-16,0.0018780783163939718,75,0.9
176,1350.0,0.009202638463755422,0.014310321081622798,0.0014452342388139305,0.0018373149931608934,76,0.9
177,1350.0,-0.01408190945723198,0.07586255767980447,1.304512053934559e-15,0.0018780783163956372,77,0.9
178,1350.0,-0.016790494088578228,0.019048145727220973,2.0816681711721685e-15,0.0018780783163964143,78,0.9
179,1350.0,-0.016137179566530137,0.04722423379649321,-6.661338147750939e-16,0.0018780783163936665,79,0.9
180,1350.0,-0.0156207778004353,0.13614876355837302,-5.551115123125783e-17,0.0018780783163942771,80,0.9
181,1350.0,-0.014992118427606468,0.036463887359675734,8.604228440844963e-16,0.001878078316395193,81,0.9
182,1350.0,-0.01730779776371787,0.08180090567158739,1.0547118733938987e-15,0.0018780783163953874,82,0.9
183,1350.0,0.1978728008955114,0.005203661509807401,0.06509023018240118,0.0007076667523559371,83,0.9
184,1350.0,0.14004559182054302,0.00857346086712828,0.02845053300686967,0.002739635542356414,84,0.9
185,1350.0,0.18479802130642828,0.0010136334655539505,0.06416644123249816,0.00048441028498084904,85,0.9
186,1350.0,-0.014069371447371352,0.08065203725061793,-3.608224830031759e-16,0.0018780783163939718,86,0.9
187,1350.0,0.01342942384138107,0.032958275290933044,0.001445234238814208,0.00257906468769592,87,0.9
188,1350.0,0.49719524637775536,0.0024088832998045706,0.08507824529125477,0.00022016956260052095,88,0.9
189,1350.0,-0.016402928650711572,0.10649522243898407,5.551115123125783e-16,0.0018780783163948878,89,0.9
190,1350.0,0.1678233855729702,0.017448570145842925,0.01051230645067898,0.0016132338215492786,90,0.9
191,1350.0,0.3582723026393714,0.02163948337559056,0.04940052943886268,0.004000295970518444,91,0.9
192,1350.0,0.004512596763738959,0.00879253406869723,0.0014452342388148465,0.0018373149931618094,92,0.9
193,1350.0,0.006953598051084847,0.011806939660586201,0.001445234238815013,0.0018373149931619759,93,0.9
194,1350.0,0.021329196280913332,-0.0013826160594846313,0.005875385383806761,0.0017197934183603297,94,0.9
195,1350.0,0.010782734603993725,0.04305015929175001,0.0014452342388137362,0.003323312555208069,95,0.9
196,1350.0,0.49157283903181653,0.029349460312817353,0.05763307405675018,0.0036252508830318525,96,0.9
197,1350.0,-0.01640560863393527,0.07460071623821539,9.992007221626409e-16,0.0018780783163953318,97,0.9
198,1350.0,0.006102140532910198,0.023714300367660823,0.0014452342388138473,0.002581562860673431,98,0.9
199,1350.0,-0.00018778560394529286,0.033929928880582265,0.0007239298937640193,0.002602008210158352,99,0.9
200,1350.0,0.25998517586616604,0.0005624539522739421,0.06415919086887431,-5.273559366969494e-16,0,1.0
201,1350.0,0.14924749576023089,-0.003955786078417735,0.011394807424191356,-1.942890293094024e-16,1,1.0
202,1350.0,-0.012930503698622746,-0.012930503698622746,6.938893903907228e-16,6.938893903907228e-16,2,1.0
203,1350.0,-0.011665090687407361,-0.011665090687407361,0.0,0.0,3,1.0
204,1350.0,-0.012538589452426497,-0.012538589452426497,1.4988010832439613e-15,1.4988010832439613e-15,4,1.0
205,1350.0,-0.01553473160791551,-0.01553473160791551,-6.106226635438361e-16,-6.106226635438361e-16,5,1.0
206,1350.0,0.08205958049375539,-0.011474822605758965,0.011768697133293066,-4.163336342344337e-17,6,1.0
207,1350.0,-0.01627114628744786,-0.01627114628744786,1.1102230246251565e-16,1.1102230246251565e-16,7,1.0
208,1350.0,0.35705595427813136,0.0011597004611405756,0.0710488792137115,-4.163336342344337e-17,8,1.0
209,1350.0,0.0819766662861149,-0.011896425062150924,0.011813500890263992,-6.38378239159465e-16,9,1.0
210,1350.0,0.009203943040104532,-0.013791780881500437,0.001445234238813986,-6.106226635438361e-16,10,1.0
211,1350.0,-0.015665120283851232,-0.015665120283851232,6.38378239159465e-16,6.38378239159465e-16,11,1.0
212,1350.0,-0.015977621417266007,-0.015977621417266007,7.216449660063518e-16,7.216449660063518e-16,12,1.0
213,1350.0,-0.012231757772616274,-0.012231757772616274,1.942890293094024e-16,1.942890293094024e-16,13,1.0
214,1350.0,0.008150265250638467,-0.014794537595868794,0.0014452342388139028,-6.938893903907228e-16,14,1.0
215,1350.0,-0.013518189858626805,-0.013518189858626805,4.440892098500626e-16,4.440892098500626e-16,15,1.0
216,1350.0,-0.01571020570878839,-0.01571020570878839,2.220446049250313e-16,2.220446049250313e-16,16,1.0
217,1350.0,0.2600722800465985,-0.005950842009952289,0.04443113161017631,-2.0816681711721685e-16,17,1.0
218,1350.0,0.2700672398299545,-0.003066208552700244,0.060875755045036437,-6.661338147750939e-16,18,1.0
219,1350.0,0.5150248617997205,0.0012854791406709514,0.07094456066433077,-1.734723475976807e-16,19,1.0
220,1350.0,0.00972730393426295,-0.011694235641461556,0.001445234238815013,4.163336342344337e-16,20,1.0
221,1350.0,0.008648596760578024,-0.014139032450442384,0.0014452342388143469,-2.498001805406602e-16,21,1.0
222,1350.0,0.0010723557125624247,-0.014386294780687018,0.0014452342388157902,1.1934897514720433e-15,22,1.0
223,1350.0,0.5248477912623718,0.0022955415980372472,0.06847493563569551,-4.0939474033052647e-16,23,1.0
224,1350.0,0.005853099204530025,-0.011417397737700704,0.0014452342388152628,6.661338147750939e-16,24,1.0
225,1350.0,0.0020109960561528785,-0.012614495699688482,0.0014452342388149575,3.608224830031759e-16,25,1.0
226,1350.0,-0.0037227719231993513,-0.016185356652618443,0.0007213043450493839,5.551115123125783e-17,26,1.0
227,1350.0,0.009728746701068321,-0.014981429026170846,0.0014452342388138195,-7.771561172376096e-16,27,1.0
228,1350.0,-0.013619322957249798,-0.013619322957249798,-3.3306690738754696e-16,-3.3306690738754696e-16,28,1.0
229,1350.0,-0.016691893082230885,-0.016691893082230885,-3.608224830031759e-16,-3.608224830031759e-16,29,1.0
230,1350.0,-0.0012011381117476843,-0.013094381441789007,0.0007213043450502998,9.71445146547012e-16,30,1.0
231,1350.0,0.19376067387887583,-0.008425598290369471,0.030005966619952487,-8.604228440844963e-16,31,1.0
232,1350.0,0.2946055321494524,-0.0003932895340658757,0.07624337159092198,3.7470027081099033e-16,32,1.0
233,1350.0,-0.0156076384737273,-0.0156076384737273,7.771561172376096e-16,7.771561172376096e-16,33,1.0
234,1350.0,-0.01324893650751243,-0.01324893650751243,9.71445146547012e-16,9.71445146547012e-16,34,1.0
235,1350.0,0.2978751520689911,0.0014478749797583552,0.06757018936198764,1.3877787807814457e-17,35,1.0
236,1350.0,-0.012499505332551767,-0.012499505332551767,5.273559366969494e-16,5.273559366969494e-16,36,1.0
237,1350.0,-0.01309787095068304,-0.01309787095068304,4.440892098500626e-16,4.440892098500626e-16,37,1.0
238,1350.0,0.0083000633730602,-0.01005910409441451,0.0014452342388149575,3.608224830031759e-16,38,1.0
239,1350.0,-0.017134703183079726,-0.017134703183079726,4.163336342344337e-16,4.163336342344337e-16,39,1.0
240,1350.0,0.12903703873869446,-0.01002425749831372,0.016289931487031103,-5.551115123125783e-16,40,1.0
241,1350.0,0.0022986925178066814,-0.015999212769266948,0.0014452342388130424,-1.5543122344752192e-15,41,1.0
242,1350.0,0.08161973566287899,-0.013338682331818914,0.010244844493545971,-7.632783294297951e-16,42,1.0
243,1350.0,-0.017065422597553965,-0.017065422597553965,-5.828670879282072e-16,-5.828670879282072e-16,43,1.0
244,1350.0,-0.01601705304685536,-0.01601705304685536,1.609823385706477e-15,1.609823385706477e-15,44,1.0
245,1350.0,0.07623313325406707,-0.00819634442710024,0.008929937189675455,-4.3021142204224816e-16,45,1.0
246,1350.0,0.015820292261987275,-0.00899315482609884,0.0028983834914365625,-1.1379786002407855e-15,46,1.0
247,1350.0,-0.01603987744838003,-0.01603987744838003,1.1102230246251565e-16,1.1102230246251565e-16,47,1.0
248,1350.0,-0.015993474717521657,-0.015993474717521657,-6.38378239159465e-16,-6.38378239159465e-16,48,1.0
249,1350.0,-0.00993518337346612,-0.00993518337346612,3.0531133177191805e-16,3.0531133177191805e-16,49,1.0
250,1350.0,-0.015880410756017805,-0.015880410756017805,-5.551115123125783e-17,-5.551115123125783e-17,50,1.0
251,1350.0,0.0019212782843901002,-0.011320604042249978,0.0014452342388148187,2.220446049250313e-16,51,1.0
252,1350.0,-0.015068055825166586,-0.015068055825166586,-4.718447854656915e-16,-4.718447854656915e-16,52,1.0
253,1350.0,0.0025088932559585607,-0.012076439357582352,0.0014452342388148465,2.498001805406602e-16,53,1.0
254,1350.0,0.12909029427026197,-0.009942214227596844,0.03156750655362045,1.6653345369377348e-16,54,1.0
255,1350.0,-0.016445767552873913,-0.016445767552873913,-6.106226635438361e-16,-6.106226635438361e-16,55,1.0
256,1350.0,0.44957994567950815,0.0007983071734775168,0.05215495994591844,-2.7755575615628914e-16,56,1.0
257,1350.0,-0.016367276113150597,-0.016367276113150597,1.4432899320127035e-15,1.4432899320127035e-15,57,1.0
258,1350.0,0.6139479750217463,-0.003847006050805776,0.050243215160594074,-1.3877787807814457e-16,58,1.0
259,1350.0,0.0077032873525070805,-0.012295278068098736,0.0014452342388141526,-4.440892098500626e-16,59,1.0
260,1350.0,0.2199880234679924,-0.006201125680793447,0.06428099856615146,-1.3877787807814457e-16,60,1.0
261,1350.0,0.004826597881785036,-0.011668984930449747,0.0014452342388143746,-2.220446049250313e-16,61,1.0
262,1350.0,0.2480998488835746,-0.013568714958354931,0.0331657353566481,2.7755575615628914e-17,62,1.0
263,1350.0,0.33164644086527034,-0.005901987253544145,0.04108692710990863,2.7755575615628914e-17,63,1.0
264,1350.0,0.009164292532408585,-0.013327023418999003,0.0014452342388153183,7.216449660063518e-16,64,1.0
265,1350.0,-0.00921394586318388,-0.00921394586318388,1.2490009027033011e-15,1.2490009027033011e-15,65,1.0
