,machine_cost,tracking_error_ideal,tracking_error_true,short_shortfall_init,short_shortfall_true,weekly_liq_unhedged_init,weekly_liq_unhedged_true,unhedged_tracking_error_init,unhedged_tracking_error_true,k,lambda_C
28,1350.0,0.33496775101134,0.023704872647701485,0.05983782235021977,0.00463911531586092,321.7200648065418,1016.4248016960556,0.7616888408840431,0.24709273948440325,28,0.8
29,1350.0,-0.016245374702139624,0.20984082753468977,-8.326672684688674e-17,0.003829967885854213,5238.2852849946,6784.633804195623,-2.8802113222182224,-4.025654669774536,29,0.8
30,1350.0,0.4130224582489741,0.057798563653014425,0.024926293014243192,0.0037450846862670667,760.649333198578,1860.1336573643887,0.4365560494825348,-0.3778767832328805,30,0.8
31,1350.0,0.07837512804053923,0.0009004285934544108,0.07622789540618131,0.0006446647122012594,400.0798792846559,884.222781550378,0.7036445338632179,0.34502016181453476,31,0.8
32,1350.0,-0.01623585348387977,0.18627994109382948,1.7208456881689926e-15,0.003829967885856017,3735.8349408491044,5214.583813492167,-1.767285141369707,-2.8626546766608643,32,0.8
33,1350.0,0.0010246942242034466,0.023117574815642042,0.0014452342388144024,0.0037460749511781244,1124.0567082936536,2460.383154313492,0.16736540126396027,-0.8225060402322163,33,0.8
34,1350.0,-0.017597412106811972,0.31072734698133253,4.440892098500626e-16,0.0038299678858547404,9997.922178501376,11743.563433141924,-6.40586828037139,-7.698935876401426,34,0.8
35,1350.0,0.009604362777149246,0.04628994379038973,0.0014452342388139028,0.003746074951177625,1565.5416476400314,2916.2613635055877,-0.15966047973335662,-1.1601936025967317,35,0.8
36,1350.0,0.23818089354142746,0.039776613693928584,0.03668252503435443,0.007035647027392566,514.8854381295245,1474.2994016644489,0.6186033791633152,-0.0920736308625547,36,0.8
37,1350.0,0.009746567622644378,0.04488781867369895,0.0014452342388148465,0.0037460749511785685,1028.0400857047616,2363.667584905838,0.23848882540388028,-0.750864877708028,37,0.8
38,1350.0,0.22860928420165483,0.09544114737568368,0.026784968434343623,0.011287499617438912,406.64849840382425,1546.5758065989737,0.6987788900712413,-0.14561170859183237,38,0.8
39,1350.0,0.7775029632580367,0.003311023611418479,0.08695326492011884,0.0004206551594311894,277.7169022412617,655.6991298957222,0.7942837761175838,0.5142969408179836,39,0.8
40,1350.0,0.002535734985618324,0.028672840051461285,0.0014452342388141248,0.003746074951177847,1464.1864768349772,2811.984801467336,-0.08458257543331642,-1.0829517047906194,40,0.8
41,1350.0,-0.016099964761264417,0.10461366501371804,1.3877787807814457e-16,0.003829967885854435,2326.0544807341334,3756.553524426397,-0.7230033190623211,-1.7826322403158497,41,0.8
42,1350.0,-0.011665253608705827,0.0757114408081368,8.326672684688674e-16,0.003829967885855129,1461.355820807273,2856.4794928683577,-0.08248579319057256,-1.1159107354580429,42,0.8
43,1350.0,0.5863280212913234,0.006400511484798462,0.09053443627442789,0.0003470999267909322,231.57483864712486,574.6153638532008,0.8284630824836112,0.5743589897383697,43,0.8
44,1350.0,-0.016255646589927786,0.08007177187763614,8.326672684688674e-17,0.0038299678858543795,2899.783881568911,4343.487031377054,-1.1479880604214157,-2.21739780102004,44,0.8
45,1350.0,-0.0009282041340287896,0.05543668921363851,0.0007239298937655458,0.003788158507252587,1257.5256099025626,2618.034003217695,0.06849954822032403,-0.9392844468279222,45,0.8
46,1350.0,0.005352652090936745,0.03524216414297103,0.001445234238815124,0.003746074951178846,1012.4114845983943,2346.8328990584973,0.2500655669641524,-0.7383947400433314,46,0.8
47,1350.0,0.0004922176865988426,0.025422144826046166,0.0014452342388147077,0.0037460749511784297,1534.5561896046281,2882.318684867567,-0.13670828859602083,-1.135050877679679,47,0.8
48,1350.0,-0.014222168999976862,0.08611577645983455,-1.3877787807814457e-16,0.0038299678858541575,2802.790720959883,4249.045591565285,-1.0761412747850985,-2.147441178937248,48,0.8
49,1350.0,0.008506646309562913,0.06033654175376753,0.0014452342388149297,0.004509462852301971,2115.9458919642097,3504.7599025161935,-0.5673673273808961,-1.5961184463082916,49,0.8
50,1350.0,0.009067130150283289,0.060013481938007575,0.0014452342388126815,0.004509462852299723,1771.3697276548464,3152.5707008098207,-0.31212572418877516,-1.3352375561554226,50,0.8
51,1350.0,0.010033325601663111,0.0630372112479466,0.0014452342388141803,0.0045094628523012215,1379.3371151980857,2745.068460971308,-0.021731196443026454,-1.0333840451639318,51,0.8
52,1350.0,-0.008763260528846085,0.08806901657636175,6.106226635438361e-16,0.003829967885854907,968.5803165641217,2345.709656005156,0.2825330988413913,-0.7375627081519673,52,0.8
53,1350.0,-0.01641855182965137,0.30269096974011744,-9.43689570931383e-16,0.0038299678858533526,4497.584299349408,6004.229270784314,-2.331543925444006,-3.4475772376180105,53,0.8
54,1350.0,-0.016447378851797013,0.10815365625923629,7.216449660063518e-16,0.003829967885855018,2952.201693002026,4400.897757425072,-1.1868160688903895,-2.2599242647593125,54,0.8
