,ccr,no_loss_default,loss_default
0,0.1,1.0,1.0
1,0.37857142857142856,0.0,0.962
2,0.6571428571428571,0.0,0.824
3,0.9357142857142857,0.0,0.65
4,1.2142857142857144,0.0,0.632
5,1.4928571428571429,0.0,0.488
6,1.7714285714285716,0.0,0.434
7,2.0500000000000003,0.0,0.39
8,2.3285714285714287,0.0,0.32
9,2.607142857142857,0.0,0.298
10,2.8857142857142857,0.0,0.23
11,3.1642857142857146,0.0,0.106
12,3.442857142857143,0.0,0.016
13,3.7214285714285715,0.0,0.002
14,4.0,0.0,0.0
